"","year","numbers"
"3902","year2000","29"
"3903","year2000","39"
"3904","year2000","10"
"3905","year2000","8"
"3906","year2000","23"
"3907","year2000","16"
"3908","year2000","17"
"3909","year2000","31"
"3910","year2000","13"
"3911","year2000","12"
"3912","year2000","7"
"3913","year2000","16"
"3914","year2000","27"
"3915","year2000","40"
"3916","year2000","35"
"3917","year2000","38"
"3918","year2000","13"
"3919","year2000","3"
"3920","year2000","8"
"3921","year2000","36"
"3922","year2000","15"
"3923","year2000","23"
"3924","year2000","32"
"3925","year2000","38"
"3926","year2000","29"
"3927","year2000","15"
"3928","year2000","3"
"3929","year2000","2"
"3930","year2000","27"
"3931","year2000","25"
"3932","year2000","27"
"3933","year2000","26"
"3934","year2000","3"
"3935","year2000","39"
"3936","year2000","10"
"3937","year2000","2"
"3938","year2000","31"
"3939","year2000","29"
"3940","year2000","37"
"3941","year2000","5"
"3942","year2000","3"
"3943","year2000","24"
"3944","year2000","10"
"3945","year2000","27"
"3946","year2000","6"
"3947","year2000","9"
"3948","year2000","29"
"3949","year2000","1"
"3950","year2000","14"
"3951","year2000","13"
"3952","year2000","29"
"3953","year2000","5"
"3954","year2000","32"
"3955","year2000","6"
"3956","year2000","13"
"3957","year2000","29"
"3958","year2000","35"
"3959","year2000","25"
"3960","year2000","38"
"3961","year2000","11"
"3962","year2000","21"
"3963","year2000","4"
"3964","year2000","38"
"3965","year2000","34"
"3966","year2000","6"
"3967","year2000","26"
"3968","year2000","29"
"3969","year2000","20"
"3970","year2000","8"
"3971","year2000","36"
"3972","year2000","24"
"3973","year2000","6"
"3974","year2000","38"
"3975","year2000","8"
"3976","year2000","37"
"3977","year2000","27"
"3978","year2000","5"
"3979","year2000","7"
"3980","year2000","31"
"3981","year2000","1"
"3982","year2000","27"
"3983","year2000","18"
"3984","year2000","4"
"3985","year2000","23"
"3986","year2000","17"
"3987","year2000","37"
"3988","year2000","26"
"3989","year2000","27"
"3990","year2000","4"
"3991","year2000","22"
"3992","year2000","11"
"3993","year2000","3"
"3994","year2000","23"
"3995","year2000","17"
"3996","year2000","2"
"3997","year2000","3"
"3998","year2000","20"
"3999","year2000","2"
"4000","year2000","33"
"4001","year2000","28"
"4002","year2000","29"
"4003","year2000","21"
"4004","year2000","1"
"4005","year2000","7"
"4006","year2000","31"
"4007","year2000","16"
"4008","year2000","37"
"4009","year2000","36"
"4010","year2000","3"
"4011","year2000","27"
"4012","year2000","13"
"4013","year2000","40"
"4014","year2000","18"
"4015","year2000","1"
"4016","year2000","36"
"4017","year2000","16"
"4018","year2000","17"
"4019","year2000","6"
"4020","year2000","40"
"4021","year2000","35"
"4022","year2000","25"
"4023","year2000","24"
"4024","year2000","30"
"4025","year2000","27"
"4026","year2000","22"
"4027","year2000","25"
"4028","year2000","5"
"4029","year2000","11"
"4030","year2000","35"
"4031","year2000","38"
"4032","year2000","3"
"4033","year2000","13"
"4034","year2000","27"
"4035","year2000","7"
"4036","year2000","9"
"4037","year2000","34"
"4038","year2000","20"
"4039","year2000","3"
"4040","year2000","40"
"4041","year2000","17"
"4042","year2000","33"
"4043","year2000","14"
"4044","year2000","1"
"4045","year2000","31"
"4046","year2000","28"
"4047","year2000","19"
"4048","year2000","2"
"4049","year2000","33"
"4050","year2000","30"
"4051","year2000","25"
"4052","year2000","18"
"4053","year2000","4"
"4054","year2000","8"
"4055","year2000","34"
"4056","year2000","24"
"4057","year2000","25"
"4058","year2000","15"
"4059","year2000","24"
"4060","year2000","14"
"4061","year2000","3"
"4062","year2000","8"
"4063","year2000","10"
"4064","year2000","38"
"4065","year2000","26"
"4066","year2000","12"
"4067","year2000","9"
"4068","year2000","27"
"4069","year2000","37"
"4070","year2000","23"
"4071","year2000","35"
"4072","year2000","31"
"4073","year2000","1"
"4074","year2000","33"
"4075","year2000","18"
"4076","year2000","27"
"4077","year2000","17"
"4078","year2000","11"
"4079","year2000","39"
"4080","year2000","12"
"4081","year2000","24"
"4082","year2000","36"
"4083","year2000","20"
"4084","year2000","40"
"4085","year2000","12"
"4086","year2000","27"
"4087","year2000","38"
"4088","year2000","19"
"4089","year2000","6"
"4090","year2000","27"
"4091","year2000","23"
"4092","year2000","5"
"4093","year2000","5"
"4094","year2000","24"
"4095","year2000","34"
"4096","year2000","28"
"4097","year2000","40"
"4098","year2000","9"
"4099","year2000","19"
"4100","year2000","39"
"4101","year2000","25"
"4102","year2000","31"
"4103","year2000","13"
"4104","year2000","18"
"4105","year2000","33"
"4106","year2000","38"
"4107","year2000","2"
"4108","year2000","24"
"4109","year2000","13"
"4110","year2000","12"
"4111","year2000","13"
"4112","year2000","17"
"4113","year2000","32"
"4114","year2000","18"
"4115","year2000","39"
"4116","year2000","31"
"4117","year2000","9"
"4118","year2000","5"
"4119","year2000","27"
"4120","year2000","38"
"4121","year2000","10"
"4122","year2000","15"
"4123","year2000","28"
"4124","year2000","10"
"4125","year2000","26"
"4126","year2000","23"
"4127","year2000","25"
"4128","year2000","36"
"4129","year2000","9"
"4130","year2000","33"
"4131","year2000","24"
"4132","year2000","5"
"4133","year2000","14"
"4134","year2000","1"
"4135","year2000","20"
"4136","year2000","4"
"4137","year2000","21"
"4138","year2000","18"
"4139","year2000","8"
"4140","year2000","29"
"4141","year2000","35"
"4142","year2000","28"
"4143","year2000","7"
"4144","year2000","33"
"4145","year2000","40"
"4146","year2000","22"
"4147","year2000","2"
"4148","year2000","15"
"4149","year2000","26"
"4150","year2000","13"
"4151","year2000","30"
"4152","year2000","39"
"4153","year2000","35"
"4154","year2000","27"
"4155","year2000","12"
"4156","year2000","33"
"4157","year2000","1"
"4158","year2000","31"
"4159","year2000","22"
"4160","year2000","1"
"4161","year2000","19"
"4162","year2000","8"
"4163","year2000","2"
"4164","year2000","29"
"4165","year2000","4"
"4166","year2000","27"
"4167","year2000","20"
"4168","year2000","39"
"4169","year2000","13"
"4170","year2000","21"
"4171","year2000","6"
"4172","year2000","32"
"4173","year2000","9"
"4174","year2000","26"
"4175","year2000","36"
"4176","year2000","21"
"4177","year2000","13"
"4178","year2000","31"
"4179","year2000","23"
"4180","year2000","22"
"4181","year2000","28"
"4182","year2000","9"
"4183","year2000","4"
"4184","year2000","22"
"4185","year2000","27"
"4186","year2000","10"
"4187","year2000","33"
"4188","year2000","9"
"4189","year2000","40"
"4190","year2000","10"
"4191","year2000","12"
"4192","year2000","11"
"4193","year2000","39"
"4194","year2000","26"
"4195","year2000","23"
"4196","year2000","7"
"4197","year2000","33"
"4198","year2000","2"
"4199","year2000","28"
"4200","year2000","15"
"4201","year2000","8"
"4202","year2000","34"
"4203","year2000","11"
"4204","year2000","17"
"4205","year2000","10"
"4206","year2000","18"
"4207","year2000","12"
"4208","year2000","1"
"4209","year2000","30"
"4210","year2000","36"
"4211","year2000","32"
"4212","year2000","40"
"4213","year2001","30"
"4214","year2001","22"
"4215","year2001","6"
"4216","year2001","3"
"4217","year2001","39"
"4218","year2001","36"
"4219","year2001","8"
"4220","year2001","23"
"4221","year2001","32"
"4222","year2001","5"
"4223","year2001","29"
"4224","year2001","9"
"4225","year2001","2"
"4226","year2001","7"
"4227","year2001","19"
"4228","year2001","20"
"4229","year2001","36"
"4230","year2001","13"
"4231","year2001","38"
"4232","year2001","37"
"4233","year2001","13"
"4234","year2001","40"
"4235","year2001","28"
"4236","year2001","36"
"4237","year2001","7"
"4238","year2001","39"
"4239","year2001","2"
"4240","year2001","17"
"4241","year2001","18"
"4242","year2001","19"
"4243","year2001","5"
"4244","year2001","3"
"4245","year2001","20"
"4246","year2001","9"
"4247","year2001","27"
"4248","year2001","6"
"4249","year2001","12"
"4250","year2001","28"
"4251","year2001","10"
"4252","year2001","35"
"4253","year2001","37"
"4254","year2001","17"
"4255","year2001","2"
"4256","year2001","8"
"4257","year2001","30"
"4258","year2001","26"
"4259","year2001","7"
"4260","year2001","32"
"4261","year2001","38"
"4262","year2001","2"
"4263","year2001","13"
"4264","year2001","3"
"4265","year2001","31"
"4266","year2001","25"
"4267","year2001","26"
"4268","year2001","30"
"4269","year2001","39"
"4270","year2001","16"
"4271","year2001","3"
"4272","year2001","34"
"4273","year2001","3"
"4274","year2001","23"
"4275","year2001","9"
"4276","year2001","20"
"4277","year2001","39"
"4278","year2001","34"
"4279","year2001","1"
"4280","year2001","14"
"4281","year2001","24"
"4282","year2001","9"
"4283","year2001","23"
"4284","year2001","35"
"4285","year2001","39"
"4286","year2001","24"
"4287","year2001","19"
"4288","year2001","4"
"4289","year2001","18"
"4290","year2001","15"
"4291","year2001","24"
"4292","year2001","7"
"4293","year2001","4"
"4294","year2001","17"
"4295","year2001","30"
"4296","year2001","31"
"4297","year2001","27"
"4298","year2001","34"
"4299","year2001","38"
"4300","year2001","36"
"4301","year2001","8"
"4302","year2001","29"
"4303","year2001","10"
"4304","year2001","11"
"4305","year2001","37"
"4306","year2001","1"
"4307","year2001","39"
"4308","year2001","30"
"4309","year2001","18"
"4310","year2001","31"
"4311","year2001","23"
"4312","year2001","36"
"4313","year2001","35"
"4314","year2001","19"
"4315","year2001","7"
"4316","year2001","39"
"4317","year2001","11"
"4318","year2001","37"
"4319","year2001","27"
"4320","year2001","30"
"4321","year2001","6"
"4322","year2001","29"
"4323","year2001","3"
"4324","year2001","8"
"4325","year2001","31"
"4326","year2001","30"
"4327","year2001","26"
"4328","year2001","19"
"4329","year2001","9"
"4330","year2001","39"
"4331","year2001","2"
"4332","year2001","3"
"4333","year2001","17"
"4334","year2001","15"
"4335","year2001","30"
"4336","year2001","14"
"4337","year2001","7"
"4338","year2001","16"
"4339","year2001","26"
"4340","year2001","23"
"4341","year2001","11"
"4342","year2001","28"
"4343","year2001","6"
"4344","year2001","1"
"4345","year2001","17"
"4346","year2001","32"
"4347","year2001","29"
"4348","year2001","15"
"4349","year2001","24"
"4350","year2001","14"
"4351","year2001","5"
"4352","year2001","16"
"4353","year2001","3"
"4354","year2001","34"
"4355","year2001","12"
"4356","year2001","27"
"4357","year2001","17"
"4358","year2001","13"
"4359","year2001","36"
"4360","year2001","2"
"4361","year2001","40"
"4362","year2001","15"
"4363","year2001","40"
"4364","year2001","9"
"4365","year2001","7"
"4366","year2001","26"
"4367","year2001","32"
"4368","year2001","27"
"4369","year2001","18"
"4370","year2001","10"
"4371","year2001","24"
"4372","year2001","1"
"4373","year2001","4"
"4374","year2001","11"
"4375","year2001","9"
"4376","year2001","23"
"4377","year2001","27"
"4378","year2001","12"
"4379","year2001","21"
"4380","year2001","19"
"4381","year2001","38"
"4382","year2001","4"
"4383","year2001","8"
"4384","year2001","5"
"4385","year2001","6"
"4386","year2001","30"
"4387","year2001","40"
"4388","year2001","11"
"4389","year2001","7"
"4390","year2001","27"
"4391","year2001","26"
"4392","year2001","21"
"4393","year2001","22"
"4394","year2001","2"
"4395","year2001","15"
"4396","year2001","36"
"4397","year2001","3"
"4398","year2001","31"
"4399","year2001","1"
"4400","year2001","28"
"4401","year2001","18"
"4402","year2001","27"
"4403","year2001","34"
"4404","year2001","6"
"4405","year2001","9"
"4406","year2001","20"
"4407","year2001","11"
"4408","year2001","23"
"4409","year2001","27"
"4410","year2001","35"
"4411","year2001","12"
"4412","year2001","18"
"4413","year2001","33"
"4414","year2001","3"
"4415","year2001","35"
"4416","year2001","21"
"4417","year2001","3"
"4418","year2001","20"
"4419","year2001","15"
"4420","year2001","24"
"4421","year2001","27"
"4422","year2001","8"
"4423","year2001","2"
"4424","year2001","3"
"4425","year2001","19"
"4426","year2001","20"
"4427","year2001","13"
"4428","year2001","8"
"4429","year2001","34"
"4430","year2001","11"
"4431","year2001","14"
"4432","year2001","23"
"4433","year2001","29"
"4434","year2001","10"
"4435","year2001","6"
"4436","year2001","12"
"4437","year2001","40"
"4438","year2001","35"
"4439","year2001","39"
"4440","year2001","38"
"4441","year2001","29"
"4442","year2001","39"
"4443","year2001","18"
"4444","year2001","35"
"4445","year2001","13"
"4446","year2001","23"
"4447","year2001","2"
"4448","year2001","28"
"4449","year2001","4"
"4450","year2001","8"
"4451","year2001","27"
"4452","year2001","16"
"4453","year2001","32"
"4454","year2001","25"
"4455","year2001","21"
"4456","year2001","15"
"4457","year2001","23"
"4458","year2001","36"
"4459","year2001","4"
"4460","year2001","34"
"4461","year2001","7"
"4462","year2001","3"
"4463","year2001","13"
"4464","year2001","12"
"4465","year2001","12"
"4466","year2001","36"
"4467","year2001","29"
"4468","year2001","31"
"4469","year2001","27"
"4470","year2001","9"
"4471","year2001","33"
"4472","year2001","16"
"4473","year2001","36"
"4474","year2001","37"
"4475","year2001","19"
"4476","year2001","8"
"4477","year2001","30"
"4478","year2001","23"
"4479","year2001","39"
"4480","year2001","33"
"4481","year2001","25"
"4482","year2001","8"
"4483","year2001","37"
"4484","year2001","12"
"4485","year2001","13"
"4486","year2001","14"
"4487","year2001","6"
"4488","year2001","11"
"4489","year2001","9"
"4490","year2001","15"
"4491","year2001","2"
"4492","year2001","33"
"4493","year2001","19"
"4494","year2001","25"
"4495","year2001","39"
"4496","year2001","27"
"4497","year2001","7"
"4498","year2001","16"
"4499","year2001","4"
"4500","year2001","14"
"4501","year2001","10"
"4502","year2001","5"
"4503","year2001","2"
"4504","year2001","1"
"4505","year2001","12"
"4506","year2001","13"
"4507","year2001","38"
"4508","year2001","9"
"4509","year2001","37"
"4510","year2001","29"
"4511","year2001","4"
"4512","year2001","6"
"4513","year2001","27"
"4514","year2001","33"
"4515","year2001","11"
"4516","year2001","39"
"4517","year2001","9"
"4518","year2001","21"
"4519","year2001","8"
"4520","year2001","20"
"4521","year2001","7"
"4522","year2001","6"
"4523","year2001","1"
"4524","year2001","36"
"4525","year2001","30"
"4526","year2001","22"
"4527","year2001","6"
"4528","year2001","3"
"4529","year2001","39"
"4530","year2001","36"
"4531","year2001","8"
"4532","year2001","23"
"4533","year2001","32"
"4534","year2001","5"
"4535","year2001","29"
"4536","year2001","9"
"4537","year2002","27"
"4538","year2002","36"
"4539","year2002","40"
"4540","year2002","31"
"4541","year2002","25"
"4542","year2002","19"
"4543","year2002","5"
"4544","year2002","3"
"4545","year2002","19"
"4546","year2002","25"
"4547","year2002","31"
"4548","year2002","35"
"4549","year2002","10"
"4550","year2002","24"
"4551","year2002","16"
"4552","year2002","18"
"4553","year2002","14"
"4554","year2002","28"
"4555","year2002","1"
"4556","year2002","34"
"4557","year2002","39"
"4558","year2002","14"
"4559","year2002","38"
"4560","year2002","37"
"4561","year2002","18"
"4562","year2002","12"
"4563","year2002","37"
"4564","year2002","1"
"4565","year2002","11"
"4566","year2002","36"
"4567","year2002","25"
"4568","year2002","33"
"4569","year2002","21"
"4570","year2002","14"
"4571","year2002","38"
"4572","year2002","5"
"4573","year2002","33"
"4574","year2002","29"
"4575","year2002","3"
"4576","year2002","8"
"4577","year2002","2"
"4578","year2002","35"
"4579","year2002","2"
"4580","year2002","9"
"4581","year2002","33"
"4582","year2002","22"
"4583","year2002","1"
"4584","year2002","32"
"4585","year2002","13"
"4586","year2002","25"
"4587","year2002","3"
"4588","year2002","11"
"4589","year2002","21"
"4590","year2002","14"
"4591","year2002","23"
"4592","year2002","26"
"4593","year2002","40"
"4594","year2002","4"
"4595","year2002","12"
"4596","year2002","38"
"4597","year2002","24"
"4598","year2002","20"
"4599","year2002","2"
"4600","year2002","35"
"4601","year2002","6"
"4602","year2002","10"
"4603","year2002","36"
"4604","year2002","32"
"4605","year2002","35"
"4606","year2002","13"
"4607","year2002","24"
"4608","year2002","40"
"4609","year2002","11"
"4610","year2002","5"
"4611","year2002","22"
"4612","year2002","20"
"4613","year2002","27"
"4614","year2002","36"
"4615","year2002","1"
"4616","year2002","14"
"4617","year2002","37"
"4618","year2002","26"
"4619","year2002","2"
"4620","year2002","28"
"4621","year2002","34"
"4622","year2002","26"
"4623","year2002","3"
"4624","year2002","21"
"4625","year2002","10"
"4626","year2002","22"
"4627","year2002","27"
"4628","year2002","13"
"4629","year2002","25"
"4630","year2002","19"
"4631","year2002","18"
"4632","year2002","7"
"4633","year2002","13"
"4634","year2002","3"
"4635","year2002","39"
"4636","year2002","36"
"4637","year2002","16"
"4638","year2002","14"
"4639","year2002","32"
"4640","year2002","29"
"4641","year2002","16"
"4642","year2002","38"
"4643","year2002","33"
"4644","year2002","40"
"4645","year2002","35"
"4646","year2002","21"
"4647","year2002","8"
"4648","year2002","13"
"4649","year2002","25"
"4650","year2002","2"
"4651","year2002","21"
"4652","year2002","11"
"4653","year2002","22"
"4654","year2002","7"
"4655","year2002","17"
"4656","year2002","28"
"4657","year2002","23"
"4658","year2002","37"
"4659","year2002","30"
"4660","year2002","32"
"4661","year2002","2"
"4662","year2002","1"
"4663","year2002","27"
"4664","year2002","6"
"4665","year2002","25"
"4666","year2002","4"
"4667","year2002","2"
"4668","year2002","1"
"4669","year2002","21"
"4670","year2002","23"
"4671","year2002","32"
"4672","year2002","22"
"4673","year2002","9"
"4674","year2002","19"
"4675","year2002","6"
"4676","year2002","8"
"4677","year2002","7"
"4678","year2002","30"
"4679","year2002","18"
"4680","year2002","5"
"4681","year2002","19"
"4682","year2002","23"
"4683","year2002","10"
"4684","year2002","35"
"4685","year2002","14"
"4686","year2002","7"
"4687","year2002","4"
"4688","year2002","31"
"4689","year2002","11"
"4690","year2002","3"
"4691","year2002","28"
"4692","year2002","35"
"4693","year2002","7"
"4694","year2002","17"
"4695","year2002","18"
"4696","year2002","33"
"4697","year2002","13"
"4698","year2002","27"
"4699","year2002","29"
"4700","year2002","26"
"4701","year2002","30"
"4702","year2002","17"
"4703","year2002","7"
"4704","year2002","3"
"4705","year2002","15"
"4706","year2002","40"
"4707","year2002","8"
"4708","year2002","19"
"4709","year2002","25"
"4710","year2002","33"
"4711","year2002","24"
"4712","year2002","16"
"4713","year2002","2"
"4714","year2002","27"
"4715","year2002","22"
"4716","year2002","26"
"4717","year2002","23"
"4718","year2002","20"
"4719","year2002","9"
"4720","year2002","3"
"4721","year2002","39"
"4722","year2002","12"
"4723","year2002","27"
"4724","year2002","10"
"4725","year2002","39"
"4726","year2002","13"
"4727","year2002","8"
"4728","year2002","18"
"4729","year2002","38"
"4730","year2002","15"
"4731","year2002","26"
"4732","year2002","1"
"4733","year2002","29"
"4734","year2002","20"
"4735","year2002","14"
"4736","year2002","7"
"4737","year2002","30"
"4738","year2002","10"
"4739","year2002","29"
"4740","year2002","24"
"4741","year2002","8"
"4742","year2002","20"
"4743","year2002","32"
"4744","year2002","23"
"4745","year2002","29"
"4746","year2002","38"
"4747","year2002","1"
"4748","year2002","39"
"4749","year2002","27"
"4750","year2002","16"
"4751","year2002","15"
"4752","year2002","20"
"4753","year2002","9"
"4754","year2002","15"
"4755","year2002","11"
"4756","year2002","23"
"4757","year2002","13"
"4758","year2002","26"
"4759","year2002","22"
"4760","year2002","13"
"4761","year2002","17"
"4762","year2002","40"
"4763","year2002","19"
"4764","year2002","36"
"4765","year2002","32"
"4766","year2002","38"
"4767","year2002","9"
"4768","year2002","30"
"4769","year2002","27"
"4770","year2002","6"
"4771","year2002","20"
"4772","year2002","12"
"4773","year2002","23"
"4774","year2002","10"
"4775","year2002","40"
"4776","year2002","5"
"4777","year2002","15"
"4778","year2002","7"
"4779","year2002","28"
"4780","year2002","9"
"4781","year2002","13"
"4782","year2002","4"
"4783","year2002","25"
"4784","year2002","15"
"4785","year2002","14"
"4786","year2002","3"
"4787","year2002","40"
"4788","year2002","28"
"4789","year2002","14"
"4790","year2002","1"
"4791","year2002","15"
"4792","year2002","21"
"4793","year2002","5"
"4794","year2002","31"
"4795","year2002","40"
"4796","year2002","16"
"4797","year2002","18"
"4798","year2002","20"
"4799","year2002","29"
"4800","year2002","3"
"4801","year2002","35"
"4802","year2002","11"
"4803","year2002","34"
"4804","year2002","12"
"4805","year2002","7"
"4806","year2002","26"
"4807","year2002","27"
"4808","year2002","37"
"4809","year2002","29"
"4810","year2002","26"
"4811","year2002","25"
"4812","year2002","20"
"4813","year2002","5"
"4814","year2002","40"
"4815","year2002","21"
"4816","year2002","39"
"4817","year2002","28"
"4818","year2002","2"
"4819","year2002","37"
"4820","year2002","11"
"4821","year2002","15"
"4822","year2002","35"
"4823","year2002","13"
"4824","year2002","14"
"4825","year2002","29"
"4826","year2002","16"
"4827","year2002","2"
"4828","year2002","4"
"4829","year2002","37"
"4830","year2002","23"
"4831","year2002","19"
"4832","year2002","10"
"4833","year2002","36"
"4834","year2002","2"
"4835","year2002","31"
"4836","year2002","21"
"4837","year2002","18"
"4838","year2002","33"
"4839","year2002","8"
"4840","year2002","4"
"4841","year2002","23"
"4842","year2002","24"
"4843","year2002","35"
"4844","year2002","13"
"4845","year2002","31"
"4846","year2002","20"
"4847","year2002","23"
"4848","year2002","2"
"4849","year2002","27"
"4850","year2002","36"
"4851","year2002","40"
"4852","year2002","31"
"4853","year2002","25"
"4854","year2002","19"
"4855","year2002","5"
"4856","year2002","3"
"4857","year2002","19"
"4858","year2002","25"
"4859","year2002","31"
"4860","year2002","35"
"4861","year2003","35"
"4862","year2003","18"
"4863","year2003","2"
"4864","year2003","17"
"4865","year2003","22"
"4866","year2003","28"
"4867","year2003","19"
"4868","year2003","1"
"4869","year2003","34"
"4870","year2003","10"
"4871","year2003","35"
"4872","year2003","38"
"4873","year2003","11"
"4874","year2003","22"
"4875","year2003","29"
"4876","year2003","4"
"4877","year2003","6"
"4878","year2003","3"
"4879","year2003","34"
"4880","year2003","16"
"4881","year2003","14"
"4882","year2003","15"
"4883","year2003","2"
"4884","year2003","22"
"4885","year2003","35"
"4886","year2003","17"
"4887","year2003","38"
"4888","year2003","30"
"4889","year2003","22"
"4890","year2003","6"
"4891","year2003","37"
"4892","year2003","1"
"4893","year2003","19"
"4894","year2003","15"
"4895","year2003","23"
"4896","year2003","11"
"4897","year2003","25"
"4898","year2003","5"
"4899","year2003","16"
"4900","year2003","39"
"4901","year2003","24"
"4902","year2003","32"
"4903","year2003","27"
"4904","year2003","21"
"4905","year2003","2"
"4906","year2003","10"
"4907","year2003","17"
"4908","year2003","22"
"4909","year2003","25"
"4910","year2003","13"
"4911","year2003","12"
"4912","year2003","39"
"4913","year2003","27"
"4914","year2003","36"
"4915","year2003","15"
"4916","year2003","35"
"4917","year2003","10"
"4918","year2003","19"
"4919","year2003","27"
"4920","year2003","13"
"4921","year2003","22"
"4922","year2003","35"
"4923","year2003","19"
"4924","year2003","26"
"4925","year2003","30"
"4926","year2003","2"
"4927","year2003","21"
"4928","year2003","3"
"4929","year2003","31"
"4930","year2003","1"
"4931","year2003","24"
"4932","year2003","30"
"4933","year2003","24"
"4934","year2003","32"
"4935","year2003","9"
"4936","year2003","26"
"4937","year2003","28"
"4938","year2003","31"
"4939","year2003","29"
"4940","year2003","28"
"4941","year2003","30"
"4942","year2003","32"
"4943","year2003","35"
"4944","year2003","14"
"4945","year2003","33"
"4946","year2003","20"
"4947","year2003","16"
"4948","year2003","5"
"4949","year2003","35"
"4950","year2003","26"
"4951","year2003","14"
"4952","year2003","27"
"4953","year2003","40"
"4954","year2003","25"
"4955","year2003","35"
"4956","year2003","16"
"4957","year2003","14"
"4958","year2003","19"
"4959","year2003","30"
"4960","year2003","13"
"4961","year2003","6"
"4962","year2003","26"
"4963","year2003","18"
"4964","year2003","39"
"4965","year2003","25"
"4966","year2003","21"
"4967","year2003","13"
"4968","year2003","19"
"4969","year2003","7"
"4970","year2003","40"
"4971","year2003","23"
"4972","year2003","33"
"4973","year2003","18"
"4974","year2003","28"
"4975","year2003","27"
"4976","year2003","24"
"4977","year2003","1"
"4978","year2003","28"
"4979","year2003","4"
"4980","year2003","7"
"4981","year2003","16"
"4982","year2003","17"
"4983","year2003","19"
"4984","year2003","7"
"4985","year2003","12"
"4986","year2003","9"
"4987","year2003","36"
"4988","year2003","13"
"4989","year2003","3"
"4990","year2003","23"
"4991","year2003","37"
"4992","year2003","35"
"4993","year2003","19"
"4994","year2003","29"
"4995","year2003","32"
"4996","year2003","3"
"4997","year2003","6"
"4998","year2003","8"
"4999","year2003","30"
"5000","year2003","39"
"5001","year2003","27"
"5002","year2003","11"
"5003","year2003","35"
"5004","year2003","20"
"5005","year2003","32"
"5006","year2003","5"
"5007","year2003","35"
"5008","year2003","1"
"5009","year2003","38"
"5010","year2003","40"
"5011","year2003","33"
"5012","year2003","5"
"5013","year2003","24"
"5014","year2003","23"
"5015","year2003","27"
"5016","year2003","25"
"5017","year2003","19"
"5018","year2003","14"
"5019","year2003","37"
"5020","year2003","11"
"5021","year2003","9"
"5022","year2003","36"
"5023","year2003","16"
"5024","year2003","6"
"5025","year2003","33"
"5026","year2003","23"
"5027","year2003","22"
"5028","year2003","35"
"5029","year2003","30"
"5030","year2003","20"
"5031","year2003","10"
"5032","year2003","35"
"5033","year2003","32"
"5034","year2003","25"
"5035","year2003","14"
"5036","year2003","13"
"5037","year2003","16"
"5038","year2003","12"
"5039","year2003","19"
"5040","year2003","24"
"5041","year2003","16"
"5042","year2003","9"
"5043","year2003","1"
"5044","year2003","14"
"5045","year2003","29"
"5046","year2003","19"
"5047","year2003","20"
"5048","year2003","17"
"5049","year2003","39"
"5050","year2003","23"
"5051","year2003","25"
"5052","year2003","3"
"5053","year2003","22"
"5054","year2003","4"
"5055","year2003","10"
"5056","year2003","37"
"5057","year2003","25"
"5058","year2003","1"
"5059","year2003","12"
"5060","year2003","29"
"5061","year2003","37"
"5062","year2003","14"
"5063","year2003","25"
"5064","year2003","20"
"5065","year2003","40"
"5066","year2003","26"
"5067","year2003","16"
"5068","year2003","3"
"5069","year2003","1"
"5070","year2003","36"
"5071","year2003","10"
"5072","year2003","28"
"5073","year2003","36"
"5074","year2003","17"
"5075","year2003","18"
"5076","year2003","33"
"5077","year2003","40"
"5078","year2003","13"
"5079","year2003","18"
"5080","year2003","15"
"5081","year2003","24"
"5082","year2003","33"
"5083","year2003","3"
"5084","year2003","4"
"5085","year2003","35"
"5086","year2003","10"
"5087","year2003","28"
"5088","year2003","25"
"5089","year2003","2"
"5090","year2003","4"
"5091","year2003","31"
"5092","year2003","6"
"5093","year2003","39"
"5094","year2003","21"
"5095","year2003","38"
"5096","year2003","23"
"5097","year2003","15"
"5098","year2003","11"
"5099","year2003","21"
"5100","year2003","14"
"5101","year2003","28"
"5102","year2003","23"
"5103","year2003","36"
"5104","year2003","1"
"5105","year2003","16"
"5106","year2003","14"
"5107","year2003","25"
"5108","year2003","17"
"5109","year2003","38"
"5110","year2003","3"
"5111","year2003","13"
"5112","year2003","1"
"5113","year2003","21"
"5114","year2003","15"
"5115","year2003","11"
"5116","year2003","23"
"5117","year2003","9"
"5118","year2003","24"
"5119","year2003","7"
"5120","year2003","14"
"5121","year2003","34"
"5122","year2003","10"
"5123","year2003","30"
"5124","year2003","6"
"5125","year2003","39"
"5126","year2003","22"
"5127","year2003","32"
"5128","year2003","8"
"5129","year2003","29"
"5130","year2003","36"
"5131","year2003","31"
"5132","year2003","25"
"5133","year2003","19"
"5134","year2003","26"
"5135","year2003","30"
"5136","year2003","8"
"5137","year2003","30"
"5138","year2003","28"
"5139","year2003","10"
"5140","year2003","23"
"5141","year2003","7"
"5142","year2003","16"
"5143","year2003","31"
"5144","year2003","22"
"5145","year2003","27"
"5146","year2003","36"
"5147","year2003","13"
"5148","year2003","8"
"5149","year2003","3"
"5150","year2003","35"
"5151","year2003","6"
"5152","year2003","8"
"5153","year2003","9"
"5154","year2003","39"
"5155","year2003","11"
"5156","year2003","33"
"5157","year2003","26"
"5158","year2003","13"
"5159","year2003","1"
"5160","year2003","10"
"5161","year2003","36"
"5162","year2003","8"
"5163","year2003","31"
"5164","year2003","12"
"5165","year2003","9"
"5166","year2003","38"
"5167","year2003","36"
"5168","year2003","24"
"5169","year2003","15"
"5170","year2003","38"
"5171","year2003","11"
"5172","year2003","23"
